"(' ', ' ', 'O', ' ', 'X', 'O', 'X', 'O', 'X')",0.6666666666666666
"(' ', 'X', ' ', 'O', 'X', 'O', ' ', ' ', ' ')",0.8666666666666666
"('X', ' ', 'X', ' ', 'O', 'O', 'O', 'X', ' ')",0.33333333333333337
"('O', 'X', 'X', 'O', 'X', ' ', 'O', 'O', 'X')",-1.0
"(' ', 'X', ' ', 'O', 'O', 'X', ' ', 'O', 'X')",0.6666666666666666
"('X', 'O', ' ', 'O', ' ', ' ', ' ', ' ', 'X')",0.7333333333333333
"('O', ' ', 'X', 'X', 'O', 'O', ' ', 'X', ' ')",0.0
"('O', 'X', 'O', 'X', ' ', 'O', 'O', 'X', 'X')",1.0
"('O', 'O', 'O', 'X', ' ', 'X', 'X', ' ', ' ')",-1.0
"(' ', 'O', 'X', 'O', 'O', ' ', 'X', 'X', ' ')",0.3333333333333333
"(' ', ' ', 'X', 'X', 'O', 'X', 'O', 'O', ' ')",0.0
"(' ', 'X', ' ', 'O', 'X', ' ', ' ', ' ', 'O')",0.6333333333333333
"('X', ' ', ' ', 'X', 'O', 'X', 'O', 'O', ' ')",-1.0
"(' ', 'X', 'O', ' ', ' ', 'X', ' ', 'O', ' ')",0.26666666666666666
"(' ', ' ', 'X', ' ', 'X', ' ', 'O', 'O', ' ')",0.09999999999999999
"('O', 'X', ' ', 'X', 'O', 'O', 'X', 'O', 'X')",0.0
"(' ', ' ', 'O', ' ', ' ', 'X', 'O', 'X', ' ')",-0.06666666666666668
"(' ', ' ', ' ', ' ', 'X', 'X', ' ', 'O', 'O')",0.4
"('X', 'X', ' ', 'O', ' ', 'X', 'O', ' ', 'O')",0.6666666666666666
"('O', 'O', 'X', ' ', 'X', 'X', ' ', 'O', ' ')",1.0
"('X', 'X', 'O', 'O', 'O', ' ', 'X', ' ', ' ')",-0.3333333333333333
"(' ', 'X', 'X', 'O', 'X', 'X', 'O', 'O', 'O')",-1.0
"('O', 'X', 'X', 'O', ' ', ' ', ' ', ' ', ' ')",-0.06666666666666668
"('X', 'X', 'O', 'X', ' ', ' ', 'O', ' ', 'O')",-1.0
"('O', 'X', ' ', 'X', ' ', 'X', 'O', ' ', 'O')",0.0
"(' ', 'O', ' ', ' ', 'X', ' ', ' ', 'X', 'O')",0.3666666666666667
"('X', 'O', 'O', ' ', 'O', 'X', ' ', 'X', ' ')",0.3333333333333333
"('X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', 'O')",0.2857142857142857
"('O', ' ', 'X', 'X', 'O', ' ', ' ', 'O', 'X')",0.33333333333333337
"('X', ' ', 'O', 'O', 'X', 'O', 'X', ' ', ' ')",0.3333333333333333
"(' ', 'X', 'O', 'O', ' ', 'X', 'O', ' ', 'X')",-0.3333333333333333
"('X', 'X', 'O', 'O', 'X', 'O', 'X', ' ', 'O')",-1.0
"('O', ' ', 'O', 'X', 'X', ' ', ' ', 'X', 'O')",0.3333333333333333
"(' ', 'O', 'X', 'O', 'O', ' ', ' ', 'X', 'X')",0.6666666666666666
"('X', 'O', 'X', ' ', 'X', ' ', ' ', 'O', 'O')",0.3333333333333333
"(' ', 'O', ' ', 'X', 'O', 'X', 'X', 'O', ' ')",-1.0
"('X', ' ', 'O', 'O', 'X', ' ', 'X', ' ', 'O')",-0.3333333333333333
"('X', 'O', ' ', ' ', 'O', 'O', ' ', 'X', 'X')",0.3333333333333333
"('O', 'X', 'X', 'X', ' ', 'O', 'X', 'O', 'O')",1.0
"('O', 'X', 'X', ' ', ' ', 'O', 'X', 'O', ' ')",0.6666666666666666
"('X', ' ', 'X', ' ', ' ', ' ', ' ', 'O', 'O')",0.3666666666666667
"('X', 'O', ' ', 'O', 'X', ' ', 'X', ' ', 'O')",0.6666666666666666
"('X', ' ', 'O', ' ', ' ', 'X', 'X', 'O', 'O')",0.6666666666666666
"('O', ' ', 'X', 'X', ' ', 'O', 'X', ' ', 'O')",0.3333333333333333
"('X', ' ', 'X', 'O', ' ', ' ', ' ', 'O', ' ')",0.7333333333333333
"(' ', 'O', 'O', ' ', 'X', ' ', 'O', 'X', 'X')",0.3333333333333333
"('O', 'O', 'X', 'X', 'O', 'O', 'X', 'X', ' ')",1.0
"(' ', 'X', ' ', 'O', ' ', 'X', ' ', ' ', 'O')",0.3333333333333333
"('O', 'X', ' ', 'X', ' ', ' ', 'O', 'O', 'X')",0.6666666666666666
"('O', 'O', ' ', ' ', 'X', 'O', 'X', 'X', ' ')",0.6666666666666666
"('O', 'O', 'O', 'X', 'O', 'X', 'X', 'X', ' ')",-1.0
"('O', 'O', ' ', ' ', 'O', 'X', ' ', 'X', 'X')",0.6666666666666666
"('X', ' ', 'X', ' ', ' ', 'O', 'O', ' ', ' ')",0.6666666666666666
"('O', 'X', ' ', ' ', 'O', 'X', 'O', 'X', ' ')",-1.0
"(' ', 'X', 'X', 'O', 'O', ' ', 'X', 'O', ' ')",0.6666666666666666
"(' ', 'O', ' ', ' ', 'O', 'X', 'X', ' ', ' ')",-0.10000000000000002
"('X', 'O', 'X', 'O', 'X', 'X', 'O', ' ', 'O')",0.0
"(' ', 'X', ' ', ' ', 'O', ' ', 'O', ' ', 'X')",-0.16666666666666669
"('O', 'X', 'X', ' ', 'O', 'O', ' ', 'X', ' ')",-0.6666666666666666
"(' ', ' ', ' ', 'O', ' ', 'X', 'X', 'O', ' ')",0.5666666666666667
"(' ', 'X', 'O', ' ', 'X', 'O', 'X', 'O', ' ')",0.0
"(' ', ' ', ' ', 'X', ' ', ' ', 'X', 'O', 'O')",0.6666666666666666
"('O', ' ', 'X', ' ', ' ', 'O', 'X', 'X', 'O')",0.3333333333333333
"('O', 'O', 'X', ' ', 'X', ' ', ' ', 'X', 'O')",1.0
"(' ', 'X', ' ', 'X', 'O', 'X', 'O', 'O', ' ')",-0.3333333333333333
"(' ', 'X', 'O', 'O', 'X', 'O', 'X', 'O', 'X')",1.0
"(' ', 'O', 'X', 'X', 'O', ' ', ' ', ' ', ' ')",-0.0666666666666667
"('O', ' ', ' ', ' ', ' ', 'O', ' ', 'X', 'X')",0.5333333333333333
"('X', 'X', 'O', 'O', 'X', ' ', 'O', ' ', ' ')",1.0
"('X', ' ', 'X', 'O', 'O', 'O', ' ', 'X', ' ')",-1.0
"('O', 'O', 'X', 'X', ' ', ' ', 'X', 'O', ' ')",0.3333333333333333
"('X', ' ', 'O', ' ', 'X', 'X', 'O', ' ', 'O')",0.6666666666666666
"(' ', 'X', 'O', ' ', 'O', ' ', 'X', 'O', 'X')",0.3333333333333333
